"year","locationname","datasource","category","measure","data_value_unit","data_value_type","data_value","data_value_footnote_symbol","data_value_footnote","low_confidence_limit","high_confidence_limit","totalpop18plus","totalpopulation","geolocation","locationid","categoryid","measureid","datavaluetypeid","short_question_text"
"2023","01001","BRFSS","Health Outcomes","Current asthma among adults","%","Crude prevalence","12.6",,,"11.3","14.0","14019","16984","POINT (-72.6257536 42.0623678)","01001","HLTHOUT","CASTHMA","CrdPrv","Current Asthma"
"2023","01002","BRFSS","Health Outcomes","Current asthma among adults","%","Crude prevalence","11.8",,,"10.5","13.1","23853","27558","POINT (-72.4647946 42.3772116)","01002","HLTHOUT","CASTHMA","CrdPrv","Current Asthma"
"2023","01003","BRFSS","Health Outcomes","Current asthma among adults","%","Crude prevalence","12.5",,,"11.0","13.9","13181","13253","POINT (-72.5235844 42.3918827)","01003","HLTHOUT","CASTHMA","CrdPrv","Current Asthma"
"2023","01005","BRFSS","Health Outcomes","Current asthma among adults","%","Crude prevalence","13.0",,,"11.7","14.5","3889","4900","POINT (-72.1120769 42.4188835)","01005","HLTHOUT","CASTHMA","CrdPrv","Current Asthma"
"2023","01007","BRFSS","Health Outcomes","Current asthma among adults","%","Crude prevalence","12.0",,,"10.7","13.4","12248","15423","POINT (-72.4004088 42.2839351)","01007","HLTHOUT","CASTHMA","CrdPrv","Current Asthma"
"2023","01008","BRFSS","Health Outcomes","Current asthma among adults","%","Crude prevalence","12.4",,,"11.1","13.7","1099","1317","POINT (-72.9640756 42.1920235)","01008","HLTHOUT","CASTHMA","CrdPrv","Current Asthma"
"2023","01009","BRFSS","Health Outcomes","Current asthma among adults","%","Crude prevalence","13.6",,,"12.1","15.2","779","980","POINT (-72.3418086 42.2113859)","01009","HLTHOUT","CASTHMA","CrdPrv","Current Asthma"
"2023","01010","BRFSS","Health Outcomes","Current asthma among adults","%","Crude prevalence","12.4",,,"11.0","13.9","3021","3711","POINT (-72.2053516 42.1281757)","01010","HLTHOUT","CASTHMA","CrdPrv","Current Asthma"
"2023","01011","BRFSS","Health Outcomes","Current asthma among adults","%","Crude prevalence","12.6",,,"11.4","13.9","1020","1201","POINT (-72.9665164 42.2901276)","01011","HLTHOUT","CASTHMA","CrdPrv","Current Asthma"
"2023","01012","BRFSS","Health Outcomes","Current asthma among adults","%","Crude prevalence","11.2",,,"9.9","12.6","440","519","POINT (-72.8581917 42.3754254)","01012","HLTHOUT","CASTHMA","CrdPrv","Current Asthma"
"2023","01013","BRFSS","Health Outcomes","Current asthma among adults","%","Crude prevalence","13.0",,,"11.6","14.4","18521","23656","POINT (-72.5954964 42.1420092)","01013","HLTHOUT","CASTHMA","CrdPrv","Current Asthma"
"2023","01020","BRFSS","Health Outcomes","Current asthma among adults","%","Crude prevalence","13.0",,,"11.7","14.5","24349","29781","POINT (-72.5619195 42.1726105)","01020","HLTHOUT","CASTHMA","CrdPrv","Current Asthma"
"2023","01022","BRFSS","Health Outcomes","Current asthma among adults","%","Crude prevalence","12.8",,,"11.4","14.3","1872","2158","POINT (-72.5418718 42.1971867)","01022","HLTHOUT","CASTHMA","CrdPrv","Current Asthma"
"2023","01026","BRFSS","Health Outcomes","Current asthma among adults","%","Crude prevalence","12.0",,,"10.7","13.4","864","1011","POINT (-72.9257069 42.4700323)","01026","HLTHOUT","CASTHMA","CrdPrv","Current Asthma"
"2023","01027","BRFSS","Health Outcomes","Current asthma among adults","%","Crude prevalence","12.2",,,"10.9","13.6","15089","17896","POINT (-72.7518767 42.2950079)","01027","HLTHOUT","CASTHMA","CrdPrv","Current Asthma"
"2023","01028","BRFSS","Health Outcomes","Current asthma among adults","%","Crude prevalence","12.1",,,"10.8","13.5","13065","16417","POINT (-72.498111 42.0623782)","01028","HLTHOUT","CASTHMA","CrdPrv","Current Asthma"
"2023","01238","BRFSS","Health Outcomes","Current asthma among adults","%","Crude prevalence","11.5",,,"10.2","12.9","4855","5722","POINT (-73.2310057 42.3004568)","01238","HLTHOUT","CASTHMA","CrdPrv","Current Asthma"
"2023","01106","BRFSS","Health Outcomes","Current asthma among adults","%","Crude prevalence","11.7",,,"10.4","13.1","12382","16165","POINT (-72.5633225 42.0456953)","01106","HLTHOUT","CASTHMA","CrdPrv","Current Asthma"
"2023","01074","BRFSS","Health Outcomes","Current asthma among adults","%","Crude prevalence","13.4",,,"12.0","14.9","426","584","POINT (-72.1038954 42.380823)","01074","HLTHOUT","CASTHMA","CrdPrv","Current Asthma"
"2023","01035","BRFSS","Health Outcomes","Current asthma among adults","%","Crude prevalence","11.1",,,"9.8","12.5","4558","5325","POINT (-72.5686319 42.3564911)","01035","HLTHOUT","CASTHMA","CrdPrv","Current Asthma"
"2023","01029","BRFSS","Health Outcomes","Current asthma among adults","%","Crude prevalence","11.9",,,"10.4","13.5","643","714","POINT (-73.0352919 42.176271)","01029","HLTHOUT","CASTHMA","CrdPrv","Current Asthma"
"2023","01036","BRFSS","Health Outcomes","Current asthma among adults","%","Crude prevalence","12.3",,,"10.9","13.8","4162","4966","POINT (-72.4177176 42.0711876)","01036","HLTHOUT","CASTHMA","CrdPrv","Current Asthma"
"2023","01030","BRFSS","Health Outcomes","Current asthma among adults","%","Crude prevalence","12.6",,,"11.3","14.0","9538","11708","POINT (-72.6869715 42.0729247)","01030","HLTHOUT","CASTHMA","CrdPrv","Current Asthma"
"2023","01037","BRFSS","Health Outcomes","Current asthma among adults","%","Crude prevalence","12.3",,,"11.0","13.8","568","706","POINT (-72.1973636 42.3760363)","01037","HLTHOUT","CASTHMA","CrdPrv","Current Asthma"
"2023","01240","BRFSS","Health Outcomes","Current asthma among adults","%","Crude prevalence","11.4",,,"10.1","12.7","4022","4692","POINT (-73.2666323 42.382693)","01240","HLTHOUT","CASTHMA","CrdPrv","Current Asthma"
"2023","01075","BRFSS","Health Outcomes","Current asthma among adults","%","Crude prevalence","12.3",,,"10.9","13.7","15419","18168","POINT (-72.5802475 42.2565324)","01075","HLTHOUT","CASTHMA","CrdPrv","Current Asthma"
"2023","01031","BRFSS","Health Outcomes","Current asthma among adults","%","Crude prevalence","12.9",,,"11.6","14.4","1132","1406","POINT (-72.1919682 42.3278092)","01031","HLTHOUT","CASTHMA","CrdPrv","Current Asthma"
"2023","01077","BRFSS","Health Outcomes","Current asthma among adults","%","Crude prevalence","12.5",,,"11.2","13.9","7616","9237","POINT (-72.7773529 42.0525703)","01077","HLTHOUT","CASTHMA","CrdPrv","Current Asthma"
"2023","01038","BRFSS","Health Outcomes","Current asthma among adults","%","Crude prevalence","12.1",,,"10.8","13.6","2147","2522","POINT (-72.6040447 42.3799252)","01038","HLTHOUT","CASTHMA","CrdPrv","Current Asthma"
"2023","01242","BRFSS","Health Outcomes","Current asthma among adults","%","Crude prevalence","10.9",,,"9.6","12.3","375","449","POINT (-73.2491986 42.3337341)","01242","HLTHOUT","CASTHMA","CrdPrv","Current Asthma"
"2023","01107","BRFSS","Health Outcomes","Current asthma among adults","%","Crude prevalence","12.9",,,"11.6","14.3","7773","11252","POINT (-72.6070681 42.1210603)","01107","HLTHOUT","CASTHMA","CrdPrv","Current Asthma"
"2023","01108","BRFSS","Health Outcomes","Current asthma among adults","%","Crude prevalence","13.2",,,"11.8","14.6","20293","27671","POINT (-72.5595133 42.0829592)","01108","HLTHOUT","CASTHMA","CrdPrv","Current Asthma"
"2023","01032","BRFSS","Health Outcomes","Current asthma among adults","%","Crude prevalence","11.5",,,"10.2","13.0","397","483","POINT (-72.8147797 42.4576127)","01032","HLTHOUT","CASTHMA","CrdPrv","Current Asthma"
"2023","01109","BRFSS","Health Outcomes","Current asthma among adults","%","Crude prevalence","14.1",,,"12.7","15.7","23402","30968","POINT (-72.5497259 42.1196737)","01109","HLTHOUT","CASTHMA","CrdPrv","Current Asthma"
"2023","01079","BRFSS","Health Outcomes","Current asthma among adults","%","Crude prevalence","13.6",,,"12.0","15.2","563","701","POINT (-72.3324604 42.1857449)","01079","HLTHOUT","CASTHMA","CrdPrv","Current Asthma"
"2023","01039","BRFSS","Health Outcomes","Current asthma among adults","%","Crude prevalence","11.9",,,"10.7","13.1","1262","1511","POINT (-72.6909505 42.4113042)","01039","HLTHOUT","CASTHMA","CrdPrv","Current Asthma"
"2023","01243","BRFSS","Health Outcomes","Current asthma among adults","%","Crude prevalence","11.9",,,"10.5","13.4","151","175","POINT (-73.0540944 42.3679073)","01243","HLTHOUT","CASTHMA","CrdPrv","Current Asthma"
"2023","01033","BRFSS","Health Outcomes","Current asthma among adults","%","Crude prevalence","12.0",,,"10.7","13.4","5024","6092","POINT (-72.5001426 42.2449487)","01033","HLTHOUT","CASTHMA","CrdPrv","Current Asthma"
"2023","01244","BRFSS","Health Outcomes","Current asthma among adults","%","Crude prevalence","12.7",,,"11.2","14.4","250","287","POINT (-73.278635 42.117456)","01244","HLTHOUT","CASTHMA","CrdPrv","Current Asthma"
"2023","01118","BRFSS","Health Outcomes","Current asthma among adults","%","Crude prevalence","12.9",,,"11.5","14.3","11265","14296","POINT (-72.5252188 42.0945866)","01118","HLTHOUT","CASTHMA","CrdPrv","Current Asthma"
"2023","01080","BRFSS","Health Outcomes","Current asthma among adults","%","Crude prevalence","12.9",,,"11.5","14.4","1893","2400","POINT (-72.3615579 42.1857266)","01080","HLTHOUT","CASTHMA","CrdPrv","Current Asthma"
"2023","01040","BRFSS","Health Outcomes","Current asthma among adults","%","Crude prevalence","12.7",,,"11.4","14.1","29727","38238","POINT (-72.6424476 42.2116578)","01040","HLTHOUT","CASTHMA","CrdPrv","Current Asthma"
"2023","01034","BRFSS","Health Outcomes","Current asthma among adults","%","Crude prevalence","12.6",,,"11.1","14.0","1652","1977","POINT (-72.9611031 42.0939118)","01034","HLTHOUT","CASTHMA","CrdPrv","Current Asthma"
"2023","01050","BRFSS","Health Outcomes","Current asthma among adults","%","Crude prevalence","12.4",,,"11.2","13.7","1995","2467","POINT (-72.8748028 42.2912587)","01050","HLTHOUT","CASTHMA","CrdPrv","Current Asthma"
"2023","01245","BRFSS","Health Outcomes","Current asthma among adults","%","Crude prevalence","11.6",,,"10.2","13.0","826","933","POINT (-73.2184994 42.1933071)","01245","HLTHOUT","CASTHMA","CrdPrv","Current Asthma"
"2023","01119","BRFSS","Health Outcomes","Current asthma among adults","%","Crude prevalence","13.2",,,"11.8","14.7","11507","14393","POINT (-72.5112103 42.1249785)","01119","HLTHOUT","CASTHMA","CrdPrv","Current Asthma"
"2023","01081","BRFSS","Health Outcomes","Current asthma among adults","%","Crude prevalence","12.9",,,"11.5","14.4","1337","1684","POINT (-72.2344109 42.0613129)","01081","HLTHOUT","CASTHMA","CrdPrv","Current Asthma"
"2023","01331","BRFSS","Health Outcomes","Current asthma among adults","%","Crude prevalence","13.2",,,"11.9","14.6","10847","13656","POINT (-72.1829029 42.5702368)","01331","HLTHOUT","CASTHMA","CrdPrv","Current Asthma"
"2023","01082","BRFSS","Health Outcomes","Current asthma among adults","%","Crude prevalence","12.9",,,"11.5","14.3","8439","10565","POINT (-72.2791638 42.2997486)","01082","HLTHOUT","CASTHMA","CrdPrv","Current Asthma"
"2023","01083","BRFSS","Health Outcomes","Current asthma among adults","%","Crude prevalence","12.8",,,"11.5","14.2","2031","2549","POINT (-72.1986192 42.2068396)","01083","HLTHOUT","CASTHMA","CrdPrv","Current Asthma"
"2023","01053","BRFSS","Health Outcomes","Current asthma among adults","%","Crude prevalence","11.3",,,"9.9","12.7","1768","2031","POINT (-72.7135844 42.3563014)","01053","HLTHOUT","CASTHMA","CrdPrv","Current Asthma"
"2023","01054","BRFSS","Health Outcomes","Current asthma among adults","%","Crude prevalence","11.2",,,"9.9","12.7","1592","1889","POINT (-72.4845789 42.4688984)","01054","HLTHOUT","CASTHMA","CrdPrv","Current Asthma"
"2023","01247","BRFSS","Health Outcomes","Current asthma among adults","%","Crude prevalence","13.0",,,"11.6","14.6","12522","15147","POINT (-73.0938521 42.6956988)","01247","HLTHOUT","CASTHMA","CrdPrv","Current Asthma"
"2023","01253","BRFSS","Health Outcomes","Current asthma among adults","%","Crude prevalence","12.0",,,"10.6","13.6","703","808","POINT (-73.1132135 42.2066825)","01253","HLTHOUT","CASTHMA","CrdPrv","Current Asthma"
"2023","01128","BRFSS","Health Outcomes","Current asthma among adults","%","Crude prevalence","12.6",,,"11.2","14.1","2218","2647","POINT (-72.4891351 42.0922958)","01128","HLTHOUT","CASTHMA","CrdPrv","Current Asthma"
"2023","01337","BRFSS","Health Outcomes","Current asthma among adults","%","Crude prevalence","11.9",,,"10.5","13.5","2138","2562","POINT (-72.5822886 42.6893067)","01337","HLTHOUT","CASTHMA","CrdPrv","Current Asthma"
"2023","01129","BRFSS","Health Outcomes","Current asthma among adults","%","Crude prevalence","12.7",,,"11.3","14.1","5690","7024","POINT (-72.4882031 42.1186705)","01129","HLTHOUT","CASTHMA","CrdPrv","Current Asthma"
"2023","01151","BRFSS","Health Outcomes","Current asthma among adults","%","Crude prevalence","13.4",,,"12.0","14.9","6604","9150","POINT (-72.5091312 42.1518602)","01151","HLTHOUT","CASTHMA","CrdPrv","Current Asthma"
"2023","01084","BRFSS","Health Outcomes","Current asthma among adults","%","Crude prevalence","11.7",,,"10.3","13.0","154","185","POINT (-72.8749875 42.3617237)","01084","HLTHOUT","CASTHMA","CrdPrv","Current Asthma"
"2023","01085","BRFSS","Health Outcomes","Current asthma among adults","%","Crude prevalence","12.9",,,"11.5","14.3","33794","41529","POINT (-72.771602 42.1535029)","01085","HLTHOUT","CASTHMA","CrdPrv","Current Asthma"
"2023","01056","BRFSS","Health Outcomes","Current asthma among adults","%","Crude prevalence","12.8",,,"11.5","14.3","17568","21002","POINT (-72.4578116 42.1835768)","01056","HLTHOUT","CASTHMA","CrdPrv","Current Asthma"
"2023","01057","BRFSS","Health Outcomes","Current asthma among adults","%","Crude prevalence","13.0",,,"11.6","14.5","6766","8152","POINT (-72.3214936 42.0935962)","01057","HLTHOUT","CASTHMA","CrdPrv","Current Asthma"
"2023","01254","BRFSS","Health Outcomes","Current asthma among adults","%","Crude prevalence","11.6",,,"10.2","13.1","829","946","POINT (-73.3654915 42.382019)","01254","HLTHOUT","CASTHMA","CrdPrv","Current Asthma"
"2023","01338","BRFSS","Health Outcomes","Current asthma among adults","%","Crude prevalence","12.8",,,"11.3","14.5","116","127","POINT (-72.8066505 42.5758886)","01338","HLTHOUT","CASTHMA","CrdPrv","Current Asthma"
"2023","01255","BRFSS","Health Outcomes","Current asthma among adults","%","Crude prevalence","11.8",,,"10.4","13.2","809","959","POINT (-73.125991 42.1028997)","01255","HLTHOUT","CASTHMA","CrdPrv","Current Asthma"
"2023","01201","BRFSS","Health Outcomes","Current asthma among adults","%","Crude prevalence","12.5",,,"11.1","14.0","36778","45494","POINT (-73.2820743 42.4543015)","01201","HLTHOUT","CASTHMA","CrdPrv","Current Asthma"
"2023","01088","BRFSS","Health Outcomes","Current asthma among adults","%","Crude prevalence","11.7",,,"10.3","13.1","521","598","POINT (-72.6403612 42.3827)","01088","HLTHOUT","CASTHMA","CrdPrv","Current Asthma"
"2023","01060","BRFSS","Health Outcomes","Current asthma among adults","%","Crude prevalence","12.1",,,"10.8","13.5","12439","14461","POINT (-72.6303953 42.3212513)","01060","HLTHOUT","CASTHMA","CrdPrv","Current Asthma"
"2023","01339","BRFSS","Health Outcomes","Current asthma among adults","%","Crude prevalence","12.0",,,"10.6","13.5","1244","1487","POINT (-72.8877351 42.6104497)","01339","HLTHOUT","CASTHMA","CrdPrv","Current Asthma"
"2023","01062","BRFSS","Health Outcomes","Current asthma among adults","%","Crude prevalence","12.1",,,"10.7","13.5","8906","10910","POINT (-72.7017892 42.3230331)","01062","HLTHOUT","CASTHMA","CrdPrv","Current Asthma"
"2023","01256","BRFSS","Health Outcomes","Current asthma among adults","%","Crude prevalence","12.5",,,"11.0","14.0","578","645","POINT (-73.0223195 42.5941657)","01256","HLTHOUT","CASTHMA","CrdPrv","Current Asthma"
"2023","01220","BRFSS","Health Outcomes","Current asthma among adults","%","Crude prevalence","12.7",,,"11.3","14.3","6640","8166","POINT (-73.119828 42.6255598)","01220","HLTHOUT","CASTHMA","CrdPrv","Current Asthma"
"2023","01089","BRFSS","Health Outcomes","Current asthma among adults","%","Crude prevalence","12.7",,,"11.4","14.1","22989","28835","POINT (-72.6497341 42.1254511)","01089","HLTHOUT","CASTHMA","CrdPrv","Current Asthma"
"2023","01340","BRFSS","Health Outcomes","Current asthma among adults","%","Crude prevalence","12.0",,,"10.5","13.5","1492","1803","POINT (-72.7311354 42.6855298)","01340","HLTHOUT","CASTHMA","CrdPrv","Current Asthma"
"2023","01092","BRFSS","Health Outcomes","Current asthma among adults","%","Crude prevalence","12.9",,,"11.5","14.2","1039","1343","POINT (-72.2351075 42.1918678)","01092","HLTHOUT","CASTHMA","CrdPrv","Current Asthma"
"2023","01063","BRFSS","Health Outcomes","Current asthma among adults","%","Crude prevalence","15.5",,,"13.5","17.5","2077","2106","POINT (-72.6395393 42.3195836)","01063","HLTHOUT","CASTHMA","CrdPrv","Current Asthma"
"2023","01257","BRFSS","Health Outcomes","Current asthma among adults","%","Crude prevalence","11.7",,,"10.4","13.2","1816","2140","POINT (-73.3674827 42.0852444)","01257","HLTHOUT","CASTHMA","CrdPrv","Current Asthma"
"2023","01222","BRFSS","Health Outcomes","Current asthma among adults","%","Crude prevalence","12.2",,,"10.7","13.7","691","835","POINT (-73.3174978 42.0627426)","01222","HLTHOUT","CASTHMA","CrdPrv","Current Asthma"
"2023","01341","BRFSS","Health Outcomes","Current asthma among adults","%","Crude prevalence","11.6",,,"10.2","13.1","1280","1539","POINT (-72.7015246 42.5071769)","01341","HLTHOUT","CASTHMA","CrdPrv","Current Asthma"
"2023","01223","BRFSS","Health Outcomes","Current asthma among adults","%","Crude prevalence","11.9",,,"10.4","13.5","2044","2430","POINT (-73.1114942 42.3042855)","01223","HLTHOUT","CASTHMA","CrdPrv","Current Asthma"
"2023","01093","BRFSS","Health Outcomes","Current asthma among adults","%","Crude prevalence","12.3",,,"10.8","14.0","262","290","POINT (-72.645058 42.4452578)","01093","HLTHOUT","CASTHMA","CrdPrv","Current Asthma"
"2023","01066","BRFSS","Health Outcomes","Current asthma among adults","%","Crude prevalence","11.6",,,"10.2","13.2","188","215","POINT (-72.623639 42.4130387)","01066","HLTHOUT","CASTHMA","CrdPrv","Current Asthma"
"2023","01258","BRFSS","Health Outcomes","Current asthma among adults","%","Crude prevalence","11.2",,,"9.8","12.7","146","160","POINT (-73.4701971 42.0909195)","01258","HLTHOUT","CASTHMA","CrdPrv","Current Asthma"
"2023","01342","BRFSS","Health Outcomes","Current asthma among adults","%","Crude prevalence","11.2",,,"9.8","12.6","1222","1538","POINT (-72.6094578 42.5438893)","01342","HLTHOUT","CASTHMA","CrdPrv","Current Asthma"
"2023","01259","BRFSS","Health Outcomes","Current asthma among adults","%","Crude prevalence","11.4",,,"10.0","12.8","536","643","POINT (-73.2289492 42.0692605)","01259","HLTHOUT","CASTHMA","CrdPrv","Current Asthma"
"2023","01224","BRFSS","Health Outcomes","Current asthma among adults","%","Crude prevalence","12.4",,,"10.9","14.1","175","217","POINT (-73.2016362 42.5037278)","01224","HLTHOUT","CASTHMA","CrdPrv","Current Asthma"
"2023","01094","BRFSS","Health Outcomes","Current asthma among adults","%","Crude prevalence","11.9",,,"10.5","13.4","55","60","POINT (-72.1392827 42.3697621)","01094","HLTHOUT","CASTHMA","CrdPrv","Current Asthma"
"2023","01068","BRFSS","Health Outcomes","Current asthma among adults","%","Crude prevalence","12.3",,,"11.0","13.8","1540","1904","POINT (-72.0606845 42.353887)","01068","HLTHOUT","CASTHMA","CrdPrv","Current Asthma"
"2023","01343","BRFSS","Health Outcomes","Current asthma among adults","%","Crude prevalence","12.0",,,"10.6","13.4","137","165","POINT (-72.9697674 42.6477305)","01343","HLTHOUT","CASTHMA","CrdPrv","Current Asthma"
"2023","01069","BRFSS","Health Outcomes","Current asthma among adults","%","Crude prevalence","13.1",,,"11.7","14.7","6976","8428","POINT (-72.3064803 42.1888618)","01069","HLTHOUT","CASTHMA","CrdPrv","Current Asthma"
"2023","01260","BRFSS","Health Outcomes","Current asthma among adults","%","Crude prevalence","11.4",,,"10.1","12.9","183","233","POINT (-73.2751601 42.2616734)","01260","HLTHOUT","CASTHMA","CrdPrv","Current Asthma"
"2023","01225","BRFSS","Health Outcomes","Current asthma among adults","%","Crude prevalence","12.2",,,"10.8","13.7","2685","3258","POINT (-73.1491424 42.5651072)","01225","HLTHOUT","CASTHMA","CrdPrv","Current Asthma"
"2023","01095","BRFSS","Health Outcomes","Current asthma among adults","%","Crude prevalence","12.1",,,"10.8","13.5","11608","14694","POINT (-72.4207029 42.1385268)","01095","HLTHOUT","CASTHMA","CrdPrv","Current Asthma"
"2023","01344","BRFSS","Health Outcomes","Current asthma among adults","%","Crude prevalence","12.2",,,"10.8","13.7","1338","1665","POINT (-72.4264276 42.6134178)","01344","HLTHOUT","CASTHMA","CrdPrv","Current Asthma"
"2023","01096","BRFSS","Health Outcomes","Current asthma among adults","%","Crude prevalence","11.9",,,"10.5","13.3","2107","2509","POINT (-72.765765 42.410549)","01096","HLTHOUT","CASTHMA","CrdPrv","Current Asthma"
"2023","01070","BRFSS","Health Outcomes","Current asthma among adults","%","Crude prevalence","11.9",,,"10.6","13.3","489","577","POINT (-72.9253542 42.5199086)","01070","HLTHOUT","CASTHMA","CrdPrv","Current Asthma"
"2023","01262","BRFSS","Health Outcomes","Current asthma among adults","%","Crude prevalence","11.3",,,"9.9","12.8","1564","1758","POINT (-73.3244683 42.3100552)","01262","HLTHOUT","CASTHMA","CrdPrv","Current Asthma"
"2023","01226","BRFSS","Health Outcomes","Current asthma among adults","%","Crude prevalence","12.0",,,"10.6","13.4","5101","6324","POINT (-73.153776 42.4798193)","01226","HLTHOUT","CASTHMA","CrdPrv","Current Asthma"
"2023","01346","BRFSS","Health Outcomes","Current asthma among adults","%","Crude prevalence","12.2",,,"10.8","13.8","289","352","POINT (-72.8060573 42.6584963)","01346","HLTHOUT","CASTHMA","CrdPrv","Current Asthma"
"2023","01229","BRFSS","Health Outcomes","Current asthma among adults","%","Crude prevalence","11.6",,,"10.3","13.1","182","189","POINT (-73.3542185 42.29008)","01229","HLTHOUT","CASTHMA","CrdPrv","Current Asthma"
"2023","01097","BRFSS","Health Outcomes","Current asthma among adults","%","Crude prevalence","12.9",,,"11.4","14.5","106","130","POINT (-72.8309847 42.1658679)","01097","HLTHOUT","CASTHMA","CrdPrv","Current Asthma"
"2023","01071","BRFSS","Health Outcomes","Current asthma among adults","%","Crude prevalence","12.6",,,"11.3","14.1","1178","1486","POINT (-72.8738401 42.1600642)","01071","HLTHOUT","CASTHMA","CrdPrv","Current Asthma"
"2023","01264","BRFSS","Health Outcomes","Current asthma among adults","%","Crude prevalence","11.4",,,"10.0","12.9","197","219","POINT (-73.1970825 42.2348215)","01264","HLTHOUT","CASTHMA","CrdPrv","Current Asthma"
"2023","01347","BRFSS","Health Outcomes","Current asthma among adults","%","Crude prevalence","12.3",,,"10.8","14.0","176","204","POINT (-72.5097752 42.5632226)","01347","HLTHOUT","CASTHMA","CrdPrv","Current Asthma"
"2023","01266","BRFSS","Health Outcomes","Current asthma among adults","%","Crude prevalence","11.1",,,"9.9","12.5","1027","1208","POINT (-73.3880437 42.3123539)","01266","HLTHOUT","CASTHMA","CrdPrv","Current Asthma"
"2023","01230","BRFSS","Health Outcomes","Current asthma among adults","%","Crude prevalence","11.6",,,"10.3","13.0","7425","8907","POINT (-73.3242902 42.173196)","01230","HLTHOUT","CASTHMA","CrdPrv","Current Asthma"
"2023","01098","BRFSS","Health Outcomes","Current asthma among adults","%","Crude prevalence","11.8",,,"10.3","13.2","994","1147","POINT (-72.9433922 42.3975593)","01098","HLTHOUT","CASTHMA","CrdPrv","Current Asthma"
"2023","01072","BRFSS","Health Outcomes","Current asthma among adults","%","Crude prevalence","11.7",,,"10.3","13.3","1133","1366","POINT (-72.4172444 42.4569676)","01072","HLTHOUT","CASTHMA","CrdPrv","Current Asthma"
"2023","01349","BRFSS","Health Outcomes","Current asthma among adults","%","Crude prevalence","12.0",,,"10.6","13.6","657","827","POINT (-72.4675416 42.5674604)","01349","HLTHOUT","CASTHMA","CrdPrv","Current Asthma"
"2023","01073","BRFSS","Health Outcomes","Current asthma among adults","%","Crude prevalence","11.9",,,"10.6","13.3","5007","6224","POINT (-72.7415876 42.2269485)","01073","HLTHOUT","CASTHMA","CrdPrv","Current Asthma"
"2023","01267","BRFSS","Health Outcomes","Current asthma among adults","%","Crude prevalence","11.7",,,"10.4","13.1","6814","7876","POINT (-73.2469815 42.6716169)","01267","HLTHOUT","CASTHMA","CrdPrv","Current Asthma"
"2023","01235","BRFSS","Health Outcomes","Current asthma among adults","%","Crude prevalence","12.3",,,"10.9","13.8","2308","2733","POINT (-73.0630283 42.4256771)","01235","HLTHOUT","CASTHMA","CrdPrv","Current Asthma"
"2023","01103","BRFSS","Health Outcomes","Current asthma among adults","%","Crude prevalence","14.2",,,"12.6","15.9","2176","2545","POINT (-72.5900803 42.104418)","01103","HLTHOUT","CASTHMA","CrdPrv","Current Asthma"
"2023","01350","BRFSS","Health Outcomes","Current asthma among adults","%","Crude prevalence","11.9",,,"10.4","13.5","87","118","POINT (-72.9853464 42.7277722)","01350","HLTHOUT","CASTHMA","CrdPrv","Current Asthma"
"2023","01104","BRFSS","Health Outcomes","Current asthma among adults","%","Crude prevalence","12.8",,,"11.5","14.2","17954","23598","POINT (-72.5674112 42.1327724)","01104","HLTHOUT","CASTHMA","CrdPrv","Current Asthma"
"2023","01270","BRFSS","Health Outcomes","Current asthma among adults","%","Crude prevalence","12.0",,,"10.6","13.6","658","755","POINT (-73.0496901 42.5198375)","01270","HLTHOUT","CASTHMA","CrdPrv","Current Asthma"
"2023","01236","BRFSS","Health Outcomes","Current asthma among adults","%","Crude prevalence","11.5",,,"10.2","12.9","1200","1513","POINT (-73.3861549 42.2744989)","01236","HLTHOUT","CASTHMA","CrdPrv","Current Asthma"
"2023","01351","BRFSS","Health Outcomes","Current asthma among adults","%","Crude prevalence","12.3",,,"10.8","13.8","1936","2293","POINT (-72.521689 42.5398798)","01351","HLTHOUT","CASTHMA","CrdPrv","Current Asthma"
"2023","01237","BRFSS","Health Outcomes","Current asthma among adults","%","Crude prevalence","12.0",,,"10.6","13.6","1932","2365","POINT (-73.2611439 42.5498042)","01237","HLTHOUT","CASTHMA","CrdPrv","Current Asthma"
"2023","01105","BRFSS","Health Outcomes","Current asthma among adults","%","Crude prevalence","14.1",,,"12.7","15.6","8771","12051","POINT (-72.5776034 42.0952455)","01105","HLTHOUT","CASTHMA","CrdPrv","Current Asthma"
"2023","01301","BRFSS","Health Outcomes","Current asthma among adults","%","Crude prevalence","12.3",,,"11.0","13.9","14859","18042","POINT (-72.6015304 42.6267614)","01301","HLTHOUT","CASTHMA","CrdPrv","Current Asthma"
"2023","01354","BRFSS","Health Outcomes","Current asthma among adults","%","Crude prevalence","11.8",,,"10.4","13.4","1272","1546","POINT (-72.5086068 42.624101)","01354","HLTHOUT","CASTHMA","CrdPrv","Current Asthma"
"2023","01330","BRFSS","Health Outcomes","Current asthma among adults","%","Crude prevalence","11.3",,,"10.0","12.8","1278","1500","POINT (-72.8215166 42.5139469)","01330","HLTHOUT","CASTHMA","CrdPrv","Current Asthma"
"2023","01464","BRFSS","Health Outcomes","Current asthma among adults","%","Crude prevalence","11.4",,,"10.3","12.7","6233","7427","POINT (-71.6409862 42.5736544)","01464","HLTHOUT","CASTHMA","CrdPrv","Current Asthma"
